customer_id,gender,senior_citizen,partner,dependents,count,country,state,city,zip_code,lat_long,latitude,longitude,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,contract,tenure_months,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason
5237-YZYN,Male,Yes,Yes,Yes,1,United States,California,Amandahaven,33199,"0.3346535, -97.396456",50.1433375,-174.28797,Yes,No,No,No,Yes,No,No,No internet service,No internet service,Yes,Credit card,Month-to-month,53,92.13,4882.89,No,0,2,7706,
1669-QOYL,Female,Yes,No,Yes,1,United States,California,Lake Alexisberg,85160,"0.0901605, 139.706001",-4.201336,-25.092738,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Electronic check,One year,64,72.16,4618.24,Yes,1,74,5220,Competitor made better offer
9657-NVQA,Female,No,No,No,1,United States,California,Andersentown,98825,"75.3284205, -148.625015",5.332256,-142.896492,No,Yes,DSL,No,No,Yes,No internet service,No,No,No,Electronic check,Month-to-month,66,43.05,2841.3,No,0,23,4291,
8484-NPQC,Female,No,Yes,Yes,1,United States,California,New Brianaland,94136,"-19.6556855, -41.751315",59.583252,-78.25443,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Mailed check,Two year,65,75.72,4921.8,No,0,15,3604,
6062-WRWX,Male,No,Yes,No,1,United States,California,Taylorville,38434,"-38.384965, -148.387780",-76.8226735,-167.412449,No,No,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,No,Electronic check,Month-to-month,56,47.97,2686.32,Yes,1,28,2819,Price too high
4706-WCYG,Female,Yes,Yes,No,1,United States,California,East Christopherland,00662,"72.970642, 98.478537",-13.8801075,-124.621199,No,No,No,Yes,No,Yes,Yes,No internet service,No,No,Bank transfer,Month-to-month,5,85.01,425.05,Yes,1,54,7260,
2920-BUAA,Female,Yes,Yes,Yes,1,United States,California,Briannaview,51825,"-84.038309, 67.458776",-84.8656565,-165.765266,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,No internet service,Yes,Electronic check,Month-to-month,68,44.04,2994.72,Yes,1,16,5349,Competitor made better offer
0362-OBDC,Female,Yes,Yes,No,1,United States,California,Gonzalesfort,46794,"-45.5805375, -148.590304",63.043555,-155.946498,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,No,Electronic check,Month-to-month,46,40.82,1877.72,Yes,1,76,6816,Price too high
5230-XADJ,Male,No,Yes,Yes,1,United States,California,Stephenmouth,29174,"76.3126825, -110.932388",-58.096303,152.280811,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,Yes,Credit card,Month-to-month,65,67.48,4386.2,No,0,54,5747,
5215-KMNH,Female,Yes,Yes,No,1,United States,California,West Carlos,94236,"80.7779905, 90.365775",-22.0987405,-61.142275,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No,No,No,Bank transfer,Month-to-month,43,72.65,3123.95,No,0,3,3002,
0181-ONBV,Male,No,Yes,Yes,1,United States,California,North William,50154,"0.6626625, -16.806007",43.382392,69.382324,No,Yes,No,No,Yes,No internet service,No,No internet service,Yes,Yes,Mailed check,Two year,4,64.4,257.6,No,0,0,3141,
2521-ADEX,Female,No,No,No,1,United States,California,Sarahfort,03561,"50.5216875, 169.858277",47.6894565,-141.31953,No,No,No,No,No,No,Yes,No internet service,No internet service,Yes,Mailed check,One year,71,55.14,3914.94,No,0,98,5745,
1190-CGMM,Female,No,Yes,No,1,United States,California,North Traceyton,54432,"-34.4541775, -127.277950",-42.890458,-35.608806,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,No,Bank transfer,Two year,27,71.2,1922.4,Yes,1,84,5503,Price too high
5059-WOVP,Male,No,No,Yes,1,United States,California,Port Lisa,46707,"-10.7128555, 18.052811",82.5255245,139.454021,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,Yes,Bank transfer,Two year,1,26.21,26.21,Yes,1,48,3729,
5220-KAKQ,Male,Yes,Yes,Yes,1,United States,California,Port Seanton,12874,"-8.564469, -24.973482",-44.1738105,-124.143302,Yes,No,DSL,No internet service,No internet service,No,No,No,No,No,Mailed check,Two year,13,60.11,781.43,No,0,35,5758,
7473-NXFA,Female,No,No,Yes,1,United States,California,Port Davidland,96854,"-37.0414725, -71.979209",-77.2237415,-54.113665,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No internet service,Yes,Bank transfer,One year,17,73.36,1247.12,No,0,15,4094,
2850-WJJF,Male,Yes,Yes,No,1,United States,California,Port Samuelfort,08930,"-21.4924565, -113.376964",-83.102502,54.857298,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No,No,Bank transfer,One year,26,85.91,2233.66,Yes,1,69,7663,Moved
1047-NCHU,Male,No,Yes,Yes,1,United States,California,East Kathy,56665,"59.497160, -121.676076",41.6119265,-177.535248,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No,Yes,Credit card,Month-to-month,28,96.97,2715.16,No,0,35,5583,
4235-RHNC,Male,No,No,No,1,United States,California,Garciatown,91068,"74.7060805, 10.267686",23.3828815,93.739194,No,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Yes,Credit card,One year,30,92.76,2782.8,No,0,59,3475,
0379-OEOX,Male,Yes,Yes,No,1,United States,California,Jasonchester,56601,"20.6216195, 103.096214",-0.789672,-139.077271,Yes,No,No,No,No,Yes,No internet service,No internet service,No internet service,No,Electronic check,One year,19,101.45,1927.55,No,0,75,2501,
6426-DFAP,Male,Yes,No,No,1,United States,California,Nicolebury,09421,"-55.351553, 37.100817",-28.0857965,15.610687,No,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No,Yes,Mailed check,Month-to-month,20,98.38,1967.6,Yes,1,35,2172,Competitor made better offer
5650-GZCG,Female,No,Yes,Yes,1,United States,California,Angelaside,40992,"14.5522265, 71.166047",36.5132175,18.339167,Yes,No,No,Yes,Yes,No internet service,No,No internet service,No internet service,No,Bank transfer,Two year,57,43.67,2489.19,Yes,1,79,3705,Competitor made better offer
2509-WEYF,Female,No,No,Yes,1,United States,California,Hensleyberg,25787,"-57.279927, 169.558777",43.038201,140.07502,Yes,No,No,No internet service,No,Yes,Yes,No internet service,No,Yes,Credit card,One year,48,38.13,1830.24,No,0,28,2242,
4636-UJOR,Male,No,Yes,Yes,1,United States,California,West Dana,48774,"-34.275969, 31.232258",-40.1233715,62.311093,Yes,No,No,No internet service,Yes,No,No,Yes,Yes,No,Bank transfer,Month-to-month,22,81.3,1788.6,No,0,70,3931,
4589-BKVJ,Female,No,Yes,Yes,1,United States,California,New Ericshire,79020,"-89.9854565, 17.935479",-27.745038,40.393141,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Bank transfer,One year,61,32.56,1986.16,No,0,94,6461,
8862-UWAJ,Female,No,No,Yes,1,United States,California,Port Shannon,35171,"80.1837365, -139.548121",18.7411045,-65.969283,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,No,Electronic check,One year,6,78.83,472.98,Yes,1,3,2015,Moved
9952-GAVL,Male,No,No,Yes,1,United States,California,Johnmouth,73368,"-21.532450, -0.957727",-67.0874605,114.148442,No,Yes,DSL,No,Yes,No,Yes,Yes,No internet service,Yes,Electronic check,One year,11,52.16,573.76,No,0,45,3455,
9956-GZKJ,Male,No,No,Yes,1,United States,California,South Dianehaven,66110,"-9.3783425, 2.472471",66.9702535,42.52361,No,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,No,Electronic check,One year,22,92.06,2025.32,No,0,21,4686,
9126-QQJU,Female,No,Yes,Yes,1,United States,California,Silvafurt,12099,"-78.1542935, 167.902231",75.3691505,-66.849982,Yes,No,DSL,No internet service,No,Yes,Yes,No,Yes,Yes,Credit card,Two year,19,104.88,1992.72,No,0,42,6461,
7617-HQIH,Male,No,Yes,No,1,United States,California,North Emily,40294,"42.1194725, -160.162175",54.170792,-51.103354,No,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Yes,Credit card,Month-to-month,67,23.71,1588.57,Yes,1,67,2568,Price too high
2997-DKOU,Male,Yes,No,Yes,1,United States,California,Heathermouth,06205,"86.2252385, 104.262447",16.008204,98.04677,No,No,No,No internet service,Yes,Yes,No,No,No,Yes,Bank transfer,One year,52,22.74,1182.48,No,0,14,2728,
1465-SVOZ,Female,Yes,Yes,Yes,1,United States,California,Popeshire,55330,"-38.818766, 95.694499",40.92791,25.322194,No,Yes,No,No internet service,No,Yes,Yes,No internet service,No,Yes,Mailed check,One year,36,39.32,1415.52,No,0,70,7358,
4624-QYGB,Male,Yes,No,No,1,United States,California,South Karen,01246,"34.323901, 145.026408",4.1538935,168.883579,No,No phone service,No,No,No,Yes,Yes,Yes,No internet service,Yes,Electronic check,Month-to-month,59,63.66,3755.94,No,0,24,3530,
9941-OCLM,Male,Yes,Yes,No,1,United States,California,West Elizabethhaven,41324,"-50.4906055, 21.395555",-33.4611495,-92.464297,No,Yes,DSL,No,No,No,No,Yes,No,No,Bank transfer,Two year,46,25.24,1161.04,Yes,1,100,5574,Moved
7374-QYZZ,Male,No,Yes,Yes,1,United States,California,New Nicoleburgh,71248,"79.235700, -28.915839",4.1003405,-53.38712,No,No,DSL,No,Yes,No internet service,No,Yes,No internet service,No,Credit card,One year,32,24.3,777.6,Yes,1,29,2497,
0820-BPCG,Male,Yes,Yes,No,1,United States,California,Norrischester,56909,"5.505234, -46.939251",-78.12893,-179.257315,No,Yes,No,No internet service,Yes,Yes,No,No,No internet service,Yes,Mailed check,Two year,69,20.22,1395.18,Yes,1,77,7769,Moved
8111-GXWO,Female,Yes,No,Yes,1,United States,California,New Robin,25423,"-49.3383255, -47.627607",45.404646,121.105926,No,Yes,DSL,No,Yes,No internet service,No internet service,No,Yes,No,Electronic check,One year,66,25.02,1651.32,No,0,81,3959,
6962-OVCE,Male,Yes,Yes,Yes,1,United States,California,South Tylerstad,68996,"-59.8263115, -49.113467",39.7951635,-35.541237,No,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,No,Credit card,Two year,71,22.75,1615.25,No,0,62,4578,
7590-UTVB,Male,No,Yes,Yes,1,United States,California,Mejiaton,06712,"-52.933241, -112.264251",-61.725312,93.692915,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,No,Credit card,Two year,8,44.61,356.88,No,0,34,7215,
1813-JLWV,Female,Yes,Yes,Yes,1,United States,California,Lake Troyton,50885,"7.3941865, -55.877567",65.8589555,32.695287,No,No,DSL,No internet service,No,Yes,No,Yes,Yes,Yes,Credit card,Two year,29,48.54,1407.66,No,0,7,2841,
3652-XRVA,Male,Yes,No,No,1,United States,California,Leslietown,46765,"-74.249135, 4.929392",-54.944327,-138.719263,No,No phone service,DSL,No,No,No,Yes,No,No,No,Electronic check,Month-to-month,61,39.52,2410.72,Yes,1,48,5265,
4180-CKVV,Female,Yes,Yes,Yes,1,United States,California,Bauerview,91779,"16.190676, 144.816270",15.4701235,85.767053,No,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,Yes,Credit card,Month-to-month,69,51.92,3582.48,No,0,88,7196,
4070-GTOV,Female,Yes,No,Yes,1,United States,California,Brandonside,49518,"-17.6682845, -103.681539",16.873503,173.86416,No,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,No,No,Mailed check,Two year,34,109.24,3714.16,No,0,30,2122,
3868-CRRV,Female,No,No,No,1,United States,California,Lake Ronaldhaven,63190,"-23.872903, -165.379777",-75.4765705,-160.326815,No,No phone service,DSL,No,No internet service,No,No,No,No internet service,Yes,Mailed check,Month-to-month,65,60.42,3927.3,Yes,1,99,6350,Price too high
0567-PLCQ,Male,Yes,Yes,No,1,United States,California,Lake Julie,57652,"47.859613, -4.961382",45.449103,-4.453973,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,No,No,Bank transfer,Two year,3,37.86,113.58,Yes,1,0,3023,Moved
9283-VQFX,Male,Yes,No,Yes,1,United States,California,Bryanchester,57909,"-9.1996755, -175.405101",85.750591,163.296443,No,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Yes,Electronic check,Month-to-month,47,111.63,5246.61,No,0,56,5643,
8416-SPUE,Male,No,No,No,1,United States,California,Lake Matthew,37049,"-65.4001385, -132.916794",-21.667191,-43.881344,No,No,No,Yes,No,No internet service,Yes,Yes,No internet service,No,Credit card,Two year,26,113.95,2962.7,No,0,42,6343,
6396-BXNY,Female,Yes,No,No,1,United States,California,Gabriellamouth,22952,"-57.2947545, 67.822462",-47.776846,36.523493,Yes,No,DSL,No,No,No internet service,No internet service,Yes,Yes,Yes,Mailed check,Month-to-month,68,116.93,7951.24,Yes,1,68,6983,
5966-ARDQ,Male,Yes,No,No,1,United States,California,Whitneyton,38426,"73.8942225, 10.521813",12.661483,67.678829,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Yes,Credit card,One year,60,36.07,2164.2,Yes,1,72,5129,Price too high
2673-ULSN,Male,No,No,No,1,United States,California,Taylorfort,24678,"33.3726215, 65.458404",72.234428,-46.7161,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,No,Mailed check,Two year,15,25.13,376.95,Yes,1,53,5996,Moved
7795-HDCH,Female,Yes,Yes,No,1,United States,California,Williamschester,23741,"-52.410666, 16.246992",-83.8550815,39.006202,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Bank transfer,Two year,7,57.94,405.58,Yes,1,2,5843,Price too high
6472-UNBM,Female,No,No,No,1,United States,California,Kirkville,59876,"-10.010840, 28.503162",51.111447,-81.402271,No,Yes,No,No internet service,No,Yes,Yes,Yes,Yes,No,Mailed check,Month-to-month,60,20.86,1251.6,Yes,1,47,4205,Moved
7842-UIRQ,Male,Yes,Yes,Yes,1,United States,California,New Danielshire,16562,"73.2980865, 29.929368",-26.3330125,-14.296069,No,No,No,Yes,Yes,No,No internet service,Yes,No internet service,No,Electronic check,One year,35,54.76,1916.6,No,0,51,3946,
5342-GCOO,Male,Yes,Yes,No,1,United States,California,Shawnshire,60836,"50.120510, 26.372910",59.100212,98.104623,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Yes,Bank transfer,Month-to-month,40,113.61,4544.4,No,0,43,2950,
0263-RFZN,Female,Yes,Yes,Yes,1,United States,California,South Brittanymouth,04103,"36.083814, -40.245381",0.4133325,23.544479,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Yes,Mailed check,One year,33,55.76,1840.08,Yes,1,83,7345,Competitor made better offer
2094-ZHQQ,Female,Yes,No,No,1,United States,California,Darylside,98039,"-62.7184455, -160.156500",52.227433,-60.988861,No,No phone service,No,No,No internet service,No,No internet service,Yes,No,Yes,Electronic check,One year,8,78.69,629.52,Yes,1,64,2546,Price too high
4724-NQAP,Female,No,No,No,1,United States,California,Allenland,20921,"73.8819085, -114.771877",-9.431952,-158.840283,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,No,Bank transfer,Month-to-month,55,92.44,5084.2,Yes,1,11,4281,Competitor made better offer
7470-OQTT,Female,No,Yes,Yes,1,United States,California,North Biancafort,33040,"14.2156555, -72.631884",-61.2612915,-58.320701,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,No,Electronic check,Two year,37,28.84,1067.08,Yes,1,10,3309,Moved
7174-RAYM,Female,No,Yes,No,1,United States,California,North Francesshire,04909,"-27.1491565, -41.568441",72.404052,12.083879,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No internet service,No,Mailed check,Month-to-month,1,96.52,96.52,Yes,1,52,7358,Moved
9694-VYDC,Female,Yes,Yes,No,1,United States,California,Lake Eduardo,30738,"22.648819, -136.517848",54.9375595,-144.725262,No,No,No,No internet service,Yes,No,No,Yes,No internet service,No,Electronic check,Month-to-month,20,43.23,864.6,Yes,1,13,7606,Moved
1278-IBZK,Female,No,No,Yes,1,United States,California,Lake Richard,82508,"11.9765125, -114.613815",64.6942115,-55.025068,No,Yes,DSL,No,Yes,No,Yes,No internet service,No internet service,Yes,Mailed check,One year,68,101.93,6931.24,No,0,37,2285,
4858-XITC,Male,Yes,No,No,1,United States,California,Alvarezshire,48049,"-8.703571, -88.395513",37.002203,-63.52228,No,Yes,No,No,No internet service,No internet service,No,No internet service,No internet service,No,Mailed check,One year,63,84.02,5293.26,Yes,1,23,5821,Price too high
2755-WXJU,Male,Yes,No,Yes,1,United States,California,Port Dakotaview,64712,"44.4649125, 64.365242",-53.7890105,56.687672,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,No,No,Mailed check,Two year,4,48.54,194.16,No,0,70,7471,
3559-TQON,Female,No,Yes,No,1,United States,California,Lake Brian,96567,"28.2872265, 81.058578",29.2097665,-73.27877,No,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Yes,Credit card,One year,44,20.38,896.72,No,0,74,4917,
2297-CEFG,Female,Yes,Yes,Yes,1,United States,California,Lake Leslieville,48499,"-61.141076, -72.459135",-33.814087,-11.479908,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Yes,Bank transfer,Two year,19,60.66,1152.54,Yes,1,78,7735,Price too high
5935-RCOU,Male,Yes,Yes,No,1,United States,California,Carlsonton,72721,"25.0527775, 48.060951",-86.208433,-143.137299,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Yes,Electronic check,Two year,71,61.34,4355.14,No,0,21,2121,
3209-PYJK,Female,Yes,Yes,Yes,1,United States,California,Davisfurt,20189,"-61.0414895, 52.548795",-24.339218,122.545742,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,Yes,No,Electronic check,Two year,17,66.85,1136.45,Yes,1,91,6278,Price too high
2370-HQHC,Female,Yes,Yes,No,1,United States,California,Christineview,37882,"-68.0210895, 90.770596",-17.4584665,73.876447,No,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,Yes,No,Mailed check,One year,10,41.6,416.0,No,0,74,4486,
2598-JOKK,Male,No,Yes,No,1,United States,California,South Dominicport,78692,"69.6188855, 128.072481",52.362623,-140.264551,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,Yes,No,Bank transfer,Two year,16,46.88,750.08,No,0,55,7230,
0786-ALKL,Female,Yes,Yes,No,1,United States,California,East Ryanberg,16916,"9.3632105, 95.602503",-80.9621245,65.271966,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Mailed check,One year,22,53.1,1168.2,No,0,2,3869,
5754-UWRZ,Male,No,Yes,Yes,1,United States,California,Christophermouth,72496,"-85.324008, -62.704579",-82.807376,57.627937,No,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No,No,Electronic check,Month-to-month,42,82.41,3461.22,Yes,1,7,2159,Competitor made better offer
2597-YKUH,Female,No,Yes,No,1,United States,California,Lake Richard,28097,"31.9973115, 120.019116",-5.4960535,-33.752494,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Credit card,Month-to-month,58,24.67,1430.86,No,0,86,2344,
3646-MGQY,Female,No,Yes,Yes,1,United States,California,Lake Paul,09449,"34.305011, -138.841110",-6.891118,146.187633,No,No phone service,DSL,No,No internet service,No internet service,No,No,No internet service,Yes,Credit card,Month-to-month,32,93.53,2992.96,Yes,1,81,5266,Price too high
8421-SOFX,Female,No,No,Yes,1,United States,California,South Sandraton,73406,"66.408907, 35.609463",-57.8648615,44.695178,No,No,No,No,No internet service,No internet service,Yes,No,No,Yes,Electronic check,One year,14,99.04,1386.56,Yes,1,35,7394,
4378-YUZM,Male,Yes,Yes,Yes,1,United States,California,West Christopherbury,77027,"-52.5254555, -95.029010",28.1944525,103.543106,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Yes,Credit card,One year,35,70.58,2470.3,Yes,1,1,4023,Competitor made better offer
5919-XJBN,Male,No,No,Yes,1,United States,California,South Colinburgh,23524,"20.105902, 72.682345",-14.223451,-163.89754,No,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Yes,Electronic check,One year,67,43.75,2931.25,Yes,1,33,6896,Price too high
9160-GXBP,Female,No,No,No,1,United States,California,West Barbara,57316,"-81.1992955, -74.714027",-81.316481,104.956971,Yes,No phone service,No,No,Yes,No internet service,Yes,No,No,Yes,Mailed check,One year,29,22.19,643.51,No,0,95,3709,
2178-LVZO,Male,Yes,Yes,No,1,United States,California,Julieside,25396,"-83.3804785, 167.404066",80.1283985,58.193898,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,No,Yes,Electronic check,One year,29,82.57,2394.53,No,0,58,6079,
1072-CDPF,Female,No,Yes,Yes,1,United States,California,Brandybury,08659,"26.320818, -177.725556",42.6804835,26.37501,Yes,No,No,No internet service,No,No,Yes,No,Yes,Yes,Bank transfer,Month-to-month,38,108.38,4118.44,No,0,21,6502,
7492-QXLX,Female,No,No,No,1,United States,California,South Rose,14928,"52.8341055, 38.175506",-29.9452125,67.178729,No,No,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,Mailed check,One year,53,114.4,6063.2,No,0,4,5327,
6794-GVSD,Male,Yes,No,No,1,United States,California,Rossborough,09048,"41.033675, -131.055282",48.856894,73.000463,Yes,Yes,DSL,No,No,Yes,No,No internet service,Yes,Yes,Credit card,Two year,69,94.28,6505.32,Yes,1,30,4295,Competitor made better offer
2026-KOZB,Male,Yes,No,Yes,1,United States,California,Clintonland,20588,"7.7663475, 152.625254",41.6808975,-30.081493,No,Yes,No,Yes,No,No,No internet service,Yes,No,No,Bank transfer,Two year,70,109.64,7674.8,No,0,56,3595,
9379-VGLT,Female,No,No,No,1,United States,California,Christinaborough,59361,"-0.1153585, -118.760797",50.208953,-53.91132,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,No,No,Credit card,One year,59,41.09,2424.31,Yes,1,93,7337,
1619-MDLW,Female,Yes,Yes,No,1,United States,California,Port Tina,68245,"68.101539, -25.612308",86.0700545,-164.54152,Yes,No,No,No,No,Yes,No internet service,No internet service,Yes,Yes,Mailed check,Month-to-month,15,31.51,472.65,Yes,1,1,5929,Moved
8533-PBBR,Male,Yes,No,Yes,1,United States,California,Port Mariafort,87027,"-41.188608, 101.668119",12.0598235,154.16692,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No,Bank transfer,One year,61,37.96,2315.56,Yes,1,22,5233,Moved
3174-AWPI,Male,No,Yes,No,1,United States,California,West Dana,97809,"53.0969035, 69.453372",47.7712385,133.778492,Yes,No phone service,No,No internet service,No,Yes,Yes,No,No,No,Mailed check,Two year,30,95.89,2876.7,No,0,55,4503,
5135-BANJ,Female,No,No,Yes,1,United States,California,Lake Leonard,88018,"-0.5604675, 30.082489",68.2099955,-53.095226,No,No,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Yes,Mailed check,Two year,26,92.32,2400.32,No,0,18,6112,
2613-YFSW,Male,No,No,No,1,United States,California,West Debraland,62698,"28.339716, 96.555518",58.866678,-146.758443,No,Yes,No,No,Yes,No internet service,Yes,No,No internet service,Yes,Bank transfer,Month-to-month,57,88.02,5017.14,Yes,1,57,5070,Competitor made better offer
8202-XRRB,Female,Yes,Yes,Yes,1,United States,California,Lake Donnaborough,04676,"-14.4752755, 40.180414",-78.929273,-96.873093,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No,No,Mailed check,Month-to-month,49,103.75,5083.75,Yes,1,55,6734,Competitor made better offer
8470-KKJA,Male,No,No,Yes,1,United States,California,Keithfurt,45811,"-23.514507, -177.107944",-36.8909305,168.932827,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No internet service,No,Credit card,One year,28,104.37,2922.36,Yes,1,48,7903,Price too high
8416-UKRJ,Female,No,Yes,No,1,United States,California,Dianeview,09808,"14.3640125, 163.092373",64.466735,141.084022,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Yes,Electronic check,Two year,7,67.54,472.78,No,0,1,7796,
1786-CSCD,Female,No,Yes,Yes,1,United States,California,Lake Kimberly,01849,"53.7496775, -47.344083",-81.042919,-0.80692,No,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No,Electronic check,One year,46,72.43,3331.78,Yes,1,21,2177,
8807-PAKJ,Male,No,Yes,No,1,United States,California,Brooksstad,13385,"-51.002522, 114.224172",-41.8553985,-173.071292,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No internet service,Yes,Bank transfer,One year,25,98.42,2460.5,No,0,87,4741,
4108-TNHM,Female,No,No,Yes,1,United States,California,Tylerfort,94062,"-12.589687, -27.376036",-28.820559,88.27796,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,No,Credit card,One year,58,64.86,3761.88,No,0,38,6666,
3344-TBXX,Male,Yes,No,No,1,United States,California,Youngborough,25867,"67.388314, 74.184372",-84.5403845,45.957575,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No internet service,Yes,Bank transfer,Month-to-month,32,64.34,2058.88,No,0,7,2348,
6874-NZKQ,Male,Yes,No,Yes,1,United States,California,Harrisonbury,42602,"47.9443385, -57.662202",35.898448,-164.492332,No,No,No,No,No,Yes,Yes,No,No,No,Credit card,Two year,42,90.19,3787.98,No,0,60,7307,
2390-YNXG,Male,No,No,Yes,1,United States,California,East Jamesside,84390,"-86.045674, 153.071307",-44.4203965,153.483116,Yes,No phone service,No,Yes,No internet service,Yes,No,No internet service,Yes,No,Bank transfer,Two year,53,37.89,2008.17,No,0,81,5806,
1968-LXAB,Male,No,No,Yes,1,United States,California,New Christophermouth,01870,"62.4425365, 35.104899",45.8437425,-115.466597,Yes,No,DSL,No,No internet service,No,Yes,No internet service,No internet service,Yes,Bank transfer,One year,59,34.29,2023.11,No,0,79,6448,
9058-WIES,Male,No,No,Yes,1,United States,California,North Alexanderbury,73868,"-59.791887, -103.285073",85.4910105,139.010026,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,No,Mailed check,Two year,34,114.73,3900.82,Yes,1,8,2926,Competitor made better offer
0835-QETC,Female,No,No,No,1,United States,California,Youngshire,75683,"-77.325976, 178.684523",-0.095407,169.518703,Yes,No,DSL,No,No,No internet service,Yes,No internet service,Yes,No,Mailed check,Two year,9,39.06,351.54,No,0,21,4646,
5262-YBOY,Male,No,Yes,Yes,1,United States,California,Amymouth,31271,"46.307867, 157.936979",16.5210375,-15.037183,No,No phone service,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,No,Credit card,One year,57,104.45,5953.65,Yes,1,40,5167,Moved
0151-BVZP,Female,No,No,Yes,1,United States,California,East Joseport,39527,"-59.833485, -167.534171",12.2475985,-78.965171,Yes,Yes,No,No,No,No,No,No internet service,No internet service,Yes,Bank transfer,Month-to-month,64,57.6,3686.4,No,0,81,4087,
0071-KVKV,Female,No,Yes,Yes,1,United States,California,Bryceburgh,40556,"-76.8442125, -164.305912",-53.083151,98.874409,No,No,No,Yes,Yes,No,No internet service,No,No internet service,No,Bank transfer,Two year,10,81.79,817.9,Yes,1,83,4288,Moved
6773-RAQZ,Female,No,No,No,1,United States,California,West John,71928,"-28.8460125, -158.489689",78.5864935,-95.390081,No,No phone service,DSL,No internet service,No,No,No,No internet service,No internet service,No,Mailed check,Two year,61,92.37,5634.57,Yes,1,34,2194,Price too high
0350-CDWE,Female,No,Yes,Yes,1,United States,California,New Jenniferside,64055,"81.589541, 22.470815",-47.347668,179.998305,No,Yes,DSL,No internet service,No,No,No internet service,No internet service,No,Yes,Mailed check,Month-to-month,68,73.06,4968.08,No,0,75,3930,
