customer_id,gender,senior_citizen,partner,dependents,count,country,state,city,zip_code,lat_long,latitude,longitude,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,contract,tenure_in_months,monthly_charges_amount,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason
0520-FDVVT,Male,No,No,No,1,United States,California,Lewiston,96052,40.704293& -122.803899,40.704293,-122.803899,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),One year,35,102.35,3626.1,Yes,1,80,2473,Price too high
1444-VVSGW,Male,No,Yes,No,1,United States,California,Los Molinos,96055,40.059385& -122.091481,40.059385,-122.091481,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),One year,70,115.65,7968.85,Yes,1,99,5563,Product dissatisfaction
4952-YSOGZ,Female,No,Yes,No,1,United States,California,Lompoc,93436,34.601055& -120.382917,34.601055,-120.382917,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,Month-to-month,4,85.95,381.3,Yes,1,74,5640,Competitor offered more data
4958-XCBDQ,Male,Yes,No,No,1,United States,California,Victorville,92394,34.567058& -117.362329,34.567058,-117.362329,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,Month-to-month,35,101.4,3496.3,Yes,1,92,3689,Competitor offered more data
4971-PUYQO,Female,No,No,No,1,United States,California,Campo,91906,32.673483& -116.472863,32.673483,-116.472863,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Mailed check,Month-to-month,27,94.55,2724.6,Yes,1,89,4464,Don't know
1518-VOWAV,Female,No,No,No,1,United States,California,Montague,96064,41.759864& -122.379175,41.759864,-122.379175,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,Month-to-month,9,74.65,703.55,Yes,1,90,5900,Limited range of services
5909-ECHUI,Female,No,No,No,1,United States,California,Oak Run,96069,40.689243& -122.037023,40.689243,-122.037023,Yes,No,DSL,No,No,No,No,No,Yes,Yes,Electronic check,Month-to-month,1,56.25,56.25,Yes,1,71,3065,Lack of affordable download/upload speed
4983-CCWMC,Male,No,No,No,1,United States,California,Creston,93432,35.480896& -120.469476,35.480896,-120.469476,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,Month-to-month,3,69.6,207.4,No,0,39,5487,
4983-CLMLV,Female,No,Yes,No,1,United States,California,Escondido,92027,33.141265& -116.967221,33.141265,-116.967221,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),Month-to-month,52,102.7,5138.1,No,0,63,4044,
4988-IQIGL,Male,Yes,No,No,1,United States,California,Canoga Park,91304,34.224377& -118.632656,34.224377,-118.632656,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,Month-to-month,1,75.35,75.35,Yes,1,92,4403,Lack of self-service on Website
4488-PSYCG,Male,No,No,No,1,United States,California,Seiad Valley,96086,41.924174& -123.260788,41.924174,-123.260788,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Month-to-month,16,20.25,327.45,Yes,1,83,4327,Product dissatisfaction
4989-LIXVT,Male,Yes,No,No,1,United States,California,Santa Monica,90404,34.026334& -118.474222,34.026334,-118.474222,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Electronic check,Month-to-month,68,95.9,6503.2,No,0,68,5080,
4993-JCRGJ,Male,No,No,No,1,United States,California,Holtville,92250,32.811001& -115.152865,32.811001,-115.152865,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Yes,Mailed check,Month-to-month,26,84.3,2281.6,No,0,66,5471,
4998-IKFSE,Female,No,No,No,1,United States,California,Phelan,92371,34.441123& -117.537886,34.441123,-117.537886,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,Electronic check,Month-to-month,30,100.45,3096.9,No,0,32,3936,
5002-GCQFH,Male,No,Yes,No,1,United States,California,Hercules,94547,37.991259& -122.214945,37.991259,-122.214945,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),Month-to-month,49,93.85,4733.1,No,0,62,5698,
4701-AHWMW,Male,No,Yes,No,1,United States,California,Susanville,96130,40.559177& -120.612113,40.559177,-120.612113,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Month-to-month,55,54.55,2978.3,Yes,1,69,6041,Attitude of service provider
9210-IAHGH,Female,No,No,No,1,United States,California,Wendel,96136,40.345949& -120.081187,40.345949,-120.081187,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),Month-to-month,7,70.75,450.8,Yes,1,84,2248,Attitude of support person
5016-IBERQ,Male,No,Yes,No,1,United States,California,Simi Valley,93063,34.296813& -118.685703,34.296813,-118.685703,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,No,Electronic check,Month-to-month,23,84.25,1968.1,No,0,33,2781,
4592-IWTJI,Female,No,Yes,Yes,1,United States,California,Homewood,96141,39.117018& -120.212535,39.117018,-120.212535,No,No phone service,DSL,Yes,No,No,No,No,No,No,Credit card (automatic),Month-to-month,3,29.7,91.7,Yes,1,84,2613,Attitude of support person
7632-MNYOY,Male,Yes,No,No,1,United States,California,Tahoe Vista,96148,39.24124& -120.054765,39.24124,-120.054765,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),One year,66,110.9,7432.05,Yes,1,93,4389,Attitude of service provider
5018-GWURO,Female,No,Yes,No,1,United States,California,Novato,94949,38.067204& -122.524004,38.067204,-122.524004,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Bank transfer (automatic),Month-to-month,56,85.6,4902.8,No,0,20,6483,
7242-QZLXF,Male,No,No,Yes,1,United States,California,Truckee,96161,39.342498& -120.247127,39.342498,-120.247127,No,No phone service,DSL,No,No,No,No,No,No,Yes,Electronic check,Month-to-month,1,25.3,25.3,Yes,1,99,5421,Attitude of service provider
4576-CSAJH,Male,No,No,No,1,United States,California,Los Angeles,90001,33.973616& -118.24902,33.973616,-118.24902,Yes,No,DSL,No,Yes,No,Yes,No,No,Yes,Credit card (automatic),One year,22,55.15,1193.05,Yes,1,84,5866,Attitude of support person
1000-AJSLD,Male,No,No,No,1,United States,California,Los Angeles,90002,33.949255& -118.246978,33.949255,-118.246978,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,Month-to-month,1,20.1,20.1,Yes,1,70,4389,Competitor made better offer
5019-GQVCR,Male,Yes,No,No,1,United States,California,Westlake Village,91361,34.130992& -118.894673,34.130992,-118.894673,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,Month-to-month,43,84.85,3645.6,No,0,56,4556,
5022-JNQEQ,Female,No,Yes,Yes,1,United States,California,Esparto,95627,38.834469& -122.127193,38.834469,-122.127193,Yes,No,Fiber optic,No,No,No,Yes,No,No,Yes,Electronic check,Month-to-month,9,75.85,647.5,No,0,51,4843,
5022-KVDQT,Male,No,No,No,1,United States,California,Woodland Hills,91364,34.153733& -118.593408,34.153733,-118.593408,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Electronic check,Month-to-month,27,81.3,2272.8,No,0,72,5158,
4662-EKDPQ,Male,No,No,No,1,United States,California,Los Angeles,90016,34.028331& -118.354338,34.028331,-118.354338,Yes,Yes,DSL,No,No,No,No,No,Yes,No,Bank transfer (automatic),Month-to-month,2,62.05,118.3,Yes,1,96,5344,Competitor had better devices
5027-QPKTE,Male,No,Yes,No,1,United States,California,Modesto,95350,37.671806& -121.007575,37.671806,-121.007575,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,Month-to-month,7,69.35,451.1,Yes,1,82,4292,Lack of affordable download/upload speed
5028-GZLDO,Male,No,No,No,1,United States,California,Moraga,94556,37.827946& -122.107185,37.827946,-122.107185,Yes,No,Fiber optic,No,No,No,No,No,No,No,Credit card (automatic),Month-to-month,2,70.7,140.7,Yes,1,96,5317,Service dissatisfaction
5032-MIYKT,Female,No,No,No,1,United States,California,Weott,95571,40.310119& -123.909449,40.310119,-123.909449,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,Month-to-month,1,70.7,70.7,No,0,28,4056,
9259-PACGQ,Female,No,Yes,No,1,United States,California,Los Angeles,90026,34.078991& -118.263804,34.078991,-118.263804,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Electronic check,Month-to-month,34,62.65,2274.9,Yes,1,91,3918,Competitor had better devices
5035-BVCXS,Male,No,No,No,1,United States,California,Loyalton,96118,39.637471& -120.226338,39.637471,-120.226338,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Mailed check,Month-to-month,11,75.9,866.4,No,0,70,4278,
5043-TRZWM,Female,No,No,No,1,United States,California,Los Angeles,90022,34.02381& -118.156582,34.02381,-118.156582,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,Electronic check,Month-to-month,1,75.55,75.55,No,0,34,3503,
2810-FTLEM,Female,No,No,No,1,United States,California,Los Angeles,90036,34.070291& -118.349191,34.070291,-118.349191,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Electronic check,Month-to-month,16,50.15,762.25,Yes,1,69,4254,Competitor offered higher download speeds
5044-LRQAQ,Female,No,Yes,No,1,United States,California,Ladera Ranch,92694,33.569186& -117.640055,33.569186,-117.640055,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Bank transfer (automatic),Month-to-month,7,69.2,477.55,No,0,73,2551,
5052-PNLOS,Male,No,No,No,1,United States,California,Echo Lake,95721,38.851842& -120.076204,38.851842,-120.076204,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),Month-to-month,3,105.35,323.25,Yes,1,65,3662,Don't know
5054-IEXZT,Male,No,No,No,1,United States,California,Jacumba,91934,32.649787& -116.2237,32.649787,-116.2237,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,Month-to-month,1,75.35,75.35,Yes,1,90,5284,Attitude of support person
5055-MGMGF,Female,No,Yes,No,1,United States,California,Half Moon Bay,94019,37.45567& -122.407992,37.45567,-122.407992,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,Month-to-month,65,105.05,6914.95,No,0,53,5313,
9412-ARGBX,Female,No,No,No,1,United States,California,Downey,90241,33.940884& -118.128628,33.940884,-118.128628,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,Mailed check,Two year,48,95.5,4627.85,Yes,1,97,2459,Competitor made better offer
5060-TQUQN,Male,No,Yes,Yes,1,United States,California,Rancho Cucamonga,91701,34.132275& -117.611478,34.132275,-117.611478,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Yes,Bank transfer (automatic),Month-to-month,30,83.55,2570.2,No,0,31,3558,
5076-YVXCM,Male,No,No,No,1,United States,California,Tupman,93276,35.316263& -119.402559,35.316263,-119.402559,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,Bank transfer (automatic),Month-to-month,51,83.4,4149.45,No,0,65,4191,
2737-WFVYW,Female,No,No,No,1,United States,California,Marina Del Rey,90292,33.977468& -118.445475,33.977468,-118.445475,No,No phone service,DSL,No,No,No,No,Yes,Yes,Yes,Electronic check,Month-to-month,2,45.25,85.5,Yes,1,74,4566,Product dissatisfaction
5091-HFAZW,Female,No,No,No,1,United States,California,Santa Fe Springs,90670,33.933565& -118.062611,33.933565,-118.062611,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Electronic check,Month-to-month,2,91.15,168.5,No,0,52,2686,
5095-AESKG,Female,No,Yes,No,1,United States,California,Sausalito,94965,37.848641& -122.515692,37.848641,-122.515692,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,Credit card (automatic),Month-to-month,3,91.5,242.95,Yes,1,76,5646,Competitor offered higher download speeds
5099-BAILX,Male,Yes,Yes,No,1,United States,California,Santa Barbara,93101,34.419203& -119.710008,34.419203,-119.710008,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Month-to-month,43,110.75,4687.9,Yes,1,65,2728,Competitor made better offer
5108-ADXWO,Male,No,No,No,1,United States,California,San Francisco,94130,37.820894& -122.369725,37.820894,-122.369725,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,Electronic check,Month-to-month,11,73.5,791.75,Yes,1,75,4509,Competitor made better offer
7359-SSBJK,Female,Yes,No,No,1,United States,California,Whittier,90605,33.960891& -118.032222,33.960891,-118.032222,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Credit card (automatic),Two year,64,70.2,4481.0,Yes,1,89,6080,Lack of affordable download/upload speed
5117-IFGPS,Male,Yes,Yes,No,1,United States,California,Tahoe City,96145,39.178337& -120.162806,39.178337,-120.162806,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,Month-to-month,29,84.3,2357.75,No,0,67,2217,
8182-PNAGI,Male,No,No,No,1,United States,California,Pico Rivera,90660,33.989524& -118.089299,33.989524,-118.089299,Yes,No,DSL,No,No,No,Yes,No,No,No,Bank transfer (automatic),Month-to-month,12,50.25,593.75,Yes,1,67,3624,Extra data charges
5118-MUEYH,Female,No,Yes,No,1,United States,California,Grand Terrace,92313,34.029175& -117.307211,34.029175,-117.307211,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),Month-to-month,48,105.1,5083.55,No,0,42,3109,
5119-KEPFY,Male,No,Yes,No,1,United States,California,San Jose,95131,37.387027& -121.897775,37.387027,-121.897775,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),Month-to-month,36,95.0,3440.25,No,0,64,3057,
5119-NZPTV,Male,Yes,Yes,No,1,United States,California,Sacramento,95823,38.475465& -121.443625,38.475465,-121.443625,Yes,No,Fiber optic,No,No,No,No,No,No,No,Electronic check,Month-to-month,2,70.1,141.65,No,0,74,5592,
8976-OQHGT,Female,No,Yes,Yes,1,United States,California,Lomita,90717,33.794209& -118.317354,33.794209,-118.317354,Yes,No,DSL,No,Yes,No,Yes,No,No,No,Mailed check,Month-to-month,4,56.5,235.1,Yes,1,99,5758,Lack of self-service on Website
5129-JLPIS,Male,No,No,No,1,United States,California,Los Angeles,90016,34.028331& -118.354338,34.028331,-118.354338,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,Month-to-month,25,105.5,2686.05,No,0,75,5822,
5294-CDGWY,Male,No,Yes,No,1,United States,California,Long Beach,90802,33.752524& -118.210737,33.752524,-118.210737,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Electronic check,One year,51,59.3,3014.65,Yes,1,95,5633,Don't know
5295-PCJOO,Male,No,No,Yes,1,United States,California,Long Beach,90805,33.864622& -118.179626,33.864622,-118.179626,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Electronic check,Month-to-month,4,49.4,184.4,Yes,1,84,4455,Don't know
9863-JZAIC,Male,No,No,No,1,United States,California,Long Beach,90807,33.830099& -118.182239,33.830099,-118.182239,Yes,No,DSL,No,No,No,No,Yes,No,No,Mailed check,Month-to-month,35,55.0,2010.55,Yes,1,100,2220,Don't know
5130-IEKQT,Male,Yes,No,No,1,United States,California,San Francisco,94109,37.794487& -122.42227,37.794487,-122.42227,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,Mailed check,Month-to-month,25,105.95,2655.25,Yes,1,100,4283,Price too high
7931-PXHFC,Male,No,No,No,1,United States,California,Duarte,91010,34.145695& -117.95982,34.145695,-117.95982,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Yes,Mailed check,One year,38,62.3,2354.8,Yes,1,83,3818,Poor expertise of phone support
5131-PONJI,Male,No,Yes,Yes,1,United States,California,Upper Lake,95485,39.220368& -122.907693,39.220368,-122.907693,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Credit card (automatic),Month-to-month,49,90.4,4494.65,No,0,72,5804,
5134-IKDAY,Female,No,Yes,No,1,United States,California,Twain,95984,40.022184& -121.062384,40.022184,-121.062384,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,Month-to-month,1,69.8,69.8,Yes,1,96,2123,Service dissatisfaction
3090-HAWSU,Male,No,No,No,1,United States,California,Pasadena,91107,34.159007& -118.087353,34.159007,-118.087353,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Two year,61,111.6,6876.05,Yes,1,87,4495,Competitor offered more data
9820-RMCQV,Female,No,No,No,1,United States,California,San Marino,91108,34.122671& -118.112911,34.122671,-118.112911,Yes,No,DSL,Yes,No,No,No,No,No,No,Credit card (automatic),Month-to-month,11,48.55,501.0,Yes,1,92,4444,Competitor made better offer
7839-QRKXN,Female,No,No,No,1,United States,California,Glendale,91203,34.153338& -118.262974,34.153338,-118.262974,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,Month-to-month,1,20.2,20.2,Yes,1,69,4197,Competitor had better devices
5204-QZXPU,Male,No,No,No,1,United States,California,Glendale,91205,34.13658& -118.245839,34.13658,-118.245839,No,No phone service,DSL,No,No,Yes,No,Yes,No,Yes,Electronic check,Month-to-month,19,39.65,733.35,Yes,1,78,2933,Competitor had better devices
4597-ELFTS,Male,No,No,No,1,United States,California,Glendale,91206,34.162515& -118.203869,34.162515,-118.203869,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,One year,56,24.9,1334.0,Yes,1,92,5327,Competitor offered higher download speeds
8450-JOVAH,Male,No,Yes,Yes,1,United States,California,Agoura Hills,91301,34.129058& -118.759788,34.129058,-118.759788,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Mailed check,Month-to-month,2,56.7,113.55,Yes,1,77,5560,Competitor offered higher download speeds
1113-IUJYX,Female,No,Yes,No,1,United States,California,Winnetka,91306,34.209532& -118.577563,34.209532,-118.577563,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,Mailed check,One year,14,105.95,1348.9,Yes,1,84,5887,Competitor offered higher download speeds
5136-GFPMB,Male,No,No,No,1,United States,California,Spring Valley,91978,32.730264& -116.950963,32.730264,-116.950963,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,No,Credit card (automatic),Month-to-month,54,89.4,4869.5,No,0,56,5871,
7758-XKCBS,Male,No,No,No,1,United States,California,Reseda,91335,34.200175& -118.540958,34.200175,-118.540958,No,No phone service,DSL,No,No,No,Yes,No,No,Yes,Electronic check,Month-to-month,15,29.7,438.25,Yes,1,82,5518,Competitor offered more data
8992-JQYUN,Male,No,Yes,No,1,United States,California,San Fernando,91340,34.286131& -118.435969,34.286131,-118.435969,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,Electronic check,Month-to-month,1,50.35,50.35,Yes,1,65,4526,Competitor offered more data
0617-AQNWT,Female,No,Yes,No,1,United States,California,North Hills,91343,34.238802& -118.482296,34.238802,-118.482296,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,No,Electronic check,Two year,64,47.85,3147.5,Yes,1,66,6347,Competitor made better offer
5138-WVKYJ,Male,No,No,No,1,United States,California,Mojave,93501,35.097323& -118.171288,35.097323,-118.171288,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No,Electronic check,Month-to-month,10,98.55,1008.55,Yes,1,80,3658,Competitor offered higher download speeds
5141-ZUVBH,Female,No,No,Yes,1,United States,California,Boron,93516,34.95703& -117.73045,34.95703,-117.73045,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,Bank transfer (automatic),Month-to-month,9,93.0,870.25,No,0,40,2267,
5144-TVGLP,Male,Yes,No,No,1,United States,California,Los Angeles,90002,33.949255& -118.246978,33.949255,-118.246978,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,Electronic check,Month-to-month,38,94.75,3653.0,No,0,71,3654,
5146-CBVOE,Female,No,No,No,1,United States,California,San Francisco,94134,37.721052& -122.413573,37.721052,-122.413573,Yes,No,Fiber optic,No,Yes,No,No,No,No,No,Bank transfer (automatic),Month-to-month,16,75.1,1212.85,No,0,59,5176,
5150-ITWWB,Male,Yes,No,No,1,United States,California,Hamilton City,95951,39.732767& -122.042298,39.732767,-122.042298,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,Month-to-month,3,94.85,335.75,No,0,40,4496,
5153-RTHKF,Female,No,No,No,1,United States,California,Palm Springs,92264,33.745746& -116.514215,33.745746,-116.514215,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No,Electronic check,Month-to-month,34,85.35,2896.6,No,0,78,3818,
5159-YFPKQ,Female,No,No,No,1,United States,California,Moreno Valley,92551,33.88274& -117.224878,33.88274,-117.224878,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,Electronic check,Month-to-month,2,75.8,160.75,Yes,1,98,5270,Attitude of support person
5167-ZFFMM,Male,No,No,No,1,United States,California,Indio,92201,33.713891& -116.237257,33.713891,-116.237257,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,Credit card (automatic),Month-to-month,1,90.85,90.85,Yes,1,81,3424,Network reliability
5168-MSWXT,Male,No,Yes,Yes,1,United States,California,Essex,92332,34.9436& -115.287901,34.9436,-115.287901,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,Month-to-month,8,94.75,759.55,No,0,44,5505,
5175-WLYXL,Male,No,No,No,1,United States,California,Lone Pine,93545,36.590415& -118.073839,36.590415,-118.073839,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Mailed check,Month-to-month,22,78.85,1600.25,No,0,75,2444,
5178-LMXOP,Male,Yes,Yes,No,1,United States,California,Gardena,90248,33.876482& -118.284077,33.876482,-118.284077,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,Month-to-month,1,95.1,95.1,Yes,1,70,5795,Price too high
5183-SNMJQ,Male,No,No,No,1,United States,California,Frazier Park,93225,34.827662& -118.999073,34.827662,-118.999073,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),Month-to-month,10,95.1,865.1,No,0,33,5787,
5186-SAMNZ,Male,Yes,No,No,1,United States,California,Marina,93933,36.689582& -121.758398,36.689582,-121.758398,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Bank transfer (automatic),Month-to-month,1,69.5,69.5,Yes,1,77,3273,Price too high
5188-HGMLP,Male,Yes,Yes,No,1,United States,California,Middletown,95461,38.787446& -122.58675,38.787446,-122.58675,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,Bank transfer (automatic),Month-to-month,54,74.0,3919.15,No,0,30,4991,
5192-EBGOV,Female,Yes,No,No,1,United States,California,Brea,92823,33.924143& -117.79387,33.924143,-117.79387,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,Month-to-month,1,85.7,85.7,Yes,1,66,4880,Competitor offered higher download speeds
5196-SGOAK,Female,No,No,No,1,United States,California,Caliente,93518,35.358953& -118.527064,35.358953,-118.527064,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,Month-to-month,1,75.7,75.7,Yes,1,93,4884,Attitude of support person
5480-HPRRX,Female,Yes,No,No,1,United States,California,Glendora,91740,34.119363& -117.855059,34.119363,-117.855059,No,No phone service,DSL,No,No,No,No,No,No,No,Electronic check,Month-to-month,3,25.3,77.75,Yes,1,74,3542,Attitude of support person
5201-FRKKS,Male,No,No,No,1,United States,California,Winnetka,91306,34.209532& -118.577563,34.209532,-118.577563,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,Bank transfer (automatic),Month-to-month,25,74.3,1952.25,No,0,64,4815,
5201-USSQZ,Female,No,Yes,No,1,United States,California,Monte Rio,95462,38.471049& -123.015549,38.471049,-123.015549,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,No,Credit card (automatic),Month-to-month,26,85.9,2196.45,No,0,67,4038,
5906-CVLHP,Female,No,Yes,No,1,United States,California,Rowland Heights,91748,33.976753& -117.897367,33.976753,-117.897367,Yes,No,DSL,No,Yes,No,Yes,No,No,Yes,Credit card (automatic),One year,45,54.15,2319.8,Yes,1,92,2761,Attitude of service provider
5206-XZZQI,Male,No,No,No,1,United States,California,Orange,92867,33.81859& -117.821288,33.81859,-117.821288,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Yes,Mailed check,Month-to-month,53,80.6,4348.1,No,0,73,6113,
5213-TWWJU,Male,No,No,No,1,United States,California,Richmond,94804,37.921034& -122.341798,37.921034,-122.341798,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,No,Electronic check,Month-to-month,28,91.0,2626.15,No,0,66,2448,
7384-GHBPI,Male,No,Yes,No,1,United States,California,San Dimas,91773,34.102119& -117.815532,34.102119,-117.815532,No,No phone service,DSL,No,No,No,No,No,Yes,Yes,Electronic check,Month-to-month,3,35.15,99.75,Yes,1,83,2987,Attitude of support person
5216-WASFJ,Female,Yes,Yes,No,1,United States,California,Challenge,95925,39.461768& -121.195825,39.461768,-121.195825,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,Month-to-month,31,84.85,2633.4,No,0,30,5603,
5219-YIPTK,Female,No,Yes,No,1,United States,California,Trinidad,95570,41.162295& -124.027381,41.162295,-124.027381,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,Month-to-month,33,104.4,3409.6,Yes,1,71,3185,Service dissatisfaction
5876-HZVZM,Female,No,Yes,Yes,1,United States,California,West Covina,91792,34.024405& -117.898722,34.024405,-117.898722,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Credit card (automatic),Month-to-month,6,55.9,365.35,Yes,1,87,4914,Attitude of service provider
5222-IMUKT,Male,No,No,No,1,United States,California,Hornitos,95325,37.479926& -120.230424,37.479926,-120.230424,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No,Electronic check,Month-to-month,32,91.05,2871.5,No,0,80,2716,
3085-QUOZK,Female,No,No,No,1,United States,California,Alpine,91901,32.827184& -116.703729,32.827184,-116.703729,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,Month-to-month,1,43.95,43.95,Yes,1,76,3238,Attitude of service provider
3926-CUQZX,Male,No,No,No,1,United States,California,Campo,91906,32.673483& -116.472863,32.673483,-116.472863,Yes,No,DSL,No,No,No,No,No,No,Yes,Bank transfer (automatic),Month-to-month,1,45.1,45.1,Yes,1,77,4884,Don't know
5226-NOZFC,Male,No,No,No,1,United States,California,Modesto,95358,37.612612& -121.108568,37.612612,-121.108568,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,Month-to-month,26,85.75,2146.5,No,0,64,3178,
1750-CSKKM,Male,No,No,Yes,1,United States,California,Imperial Beach,91932,32.579134& -117.119009,32.579134,-117.119009,Yes,No,DSL,No,No,No,No,Yes,No,No,Electronic check,Month-to-month,9,55.35,449.75,Yes,1,70,2688,Attitude of support person
5228-EXCET,Male,No,No,No,1,United States,California,Newberry Springs,92365,34.89326& -116.505958,34.89326,-116.505958,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,Month-to-month,13,80.85,1008.7,Yes,1,85,5964,Lack of self-service on Website
